"","ensembl_transcript","extra","Length","hour00_rep1","hour00_rep2","hour00_rep3","hour04_rep1","hour04_rep2","hour04_rep3","hour08_rep1","hour08_rep2","hour08_rep3","hour14_rep1","hour14_rep2","hour14_rep3","gene_symbol"
"3701","ENST00000419016","6_201_714",521,78,67,77,69,80.5,62.5,99.5,103.5,97,130,83.5,114.5,"CHMP5"
"3702","ENST00000367619","7_144_1794",1666,63.83,67.42,58.08,61.58,52,50.08,64.5,83.17,75.58,129.83,95.5,128.58,"SOAT1"
"3703","ENST00000336083","7_457_1081",631,58.25,64,65,60.17,63.25,63,70.67,78,80.42,129.67,100.92,119.17,"RAB6A"
"3704","ENST00000394975","2_229_718",491,210.33,282.33,245.33,225.33,250.33,245.67,226,273.33,242.67,129.67,102.67,131,"VKORC1"
"3705","ENST00000235150","4_1_2194",2201,16.17,18.33,20.5,6.5,5.67,8.17,40,40.5,43.5,129.5,123,140.33,"RNF19B"
"3706","ENST00000373456","11_1_2197",2204,16.17,18.33,20.5,6.5,5.67,8.17,40,40.5,43.5,129.5,123,140.33,"RNF19B"
"3707","ENST00000565488","5_221_1652",1440,129.5,116,126,155,149.5,138.5,157,148,154.5,129.5,107,123.5,"SLC25A24"
"3708","ENST00000367064","7_259_1402",1154,26,28.83,31.67,35.5,34,27.67,58.33,69.17,57,129.5,94.33,97.5,"CD55"
"3709","ENST00000325748","8_202_1141",946,118,133.5,99,105,126,114,99.5,129,121,129.5,97.5,119,"PRKRA"
"3710","ENST00000509910","1_307_727",423,50,61,50,55,53.5,49,123,137.5,123,129.5,146,135,"ATG12"
"3711","ENST00000353704","2_439_1552",1123,207,228.5,229,200.5,214,181,213,224,198.5,129.5,114.5,161.5,"CREB3"
"3712","ENST00000370783","7_188_827",643,27,23.5,20.5,40.5,35.5,40.5,68,83,58.5,129.5,93,99,"MOSPD1"
"3713","ENST00000355431","7_374_4145",3795,21,16.17,12,15.33,7,9,21,33.17,22,129.17,105,110.17,"ARID4A"
"3714","ENST00000366769","7_1293_6450",5192,249,271,260,279,267,225.5,194.5,216,201.5,129,89,89.5,"CDC42BPA"
"3715","ENST00000532097","5_505_1633",1142,171,173,179.5,153.5,180.5,162,173.5,167,160,129,127,128,"PSMD13"
"3716","ENST00000273308","8_542_1088",550,181,206,185,186,194,176,193,252,183,129,142,132,"CNPY2"
"3717","ENST00000398073","6_305_1118",820,129,164,148,86,124,99,96,99,111,129,109,130,"CTDSP2"
"3718","ENST00000288207","6_192_1386",1204,388,441,411,362,378,343,299,311,285,129,115,142,"CCNB2"
"3719","ENST00000286827","7_473_5246",4797,135,172,160,160,162,157,221,254,237,129,112,118,"TIAM1"
"3720","ENST00000502323","5_263_1217",961,185,198,194.5,199.5,185,172.5,172,177.5,162,129,110,118.5,"GRSF1"
"3721","ENST00000613174","1_1_391",392,980,1250,1129,918,888,929,620,647,511,129,126,142,"HIST1H2AL"
"3722","ENST00000193322","7_87_1089",1007,104,94,97,86,84,98,120,115,132,129,107,128,"OSTM1"
"3723","ENST00000296955","12_126_1743",1633,131,157,132,133,148,142,90,109,105,129,107,120,"DCBLD1"
"3724","ENST00000249299","6_193_481",293,86,92,97,96,89,82,117,126,132,129,76,92,"LSM8"
"3725","ENST00000517970","5_308_3074",2790,70,81,98,102,94,66,67,98,74,129,79,118,"WWP1"
"3726","ENST00000355295","4_323_3590",3284,33,31,33,23,24,22,25,20,22,129,80,94,"TDRD7"
"3727","ENST00000509578","1_101_290",192,132.33,138.67,162.17,119.83,136,146.83,177,175.83,160.5,128.67,103.67,138.83,"COX7C"
"3728","ENST00000369329","7_214_1981",1783,68.02,75.42,64.93,76.37,65.22,55.2,84.1,103.17,105.13,128.58,94.07,100.5,"MAP3K7"
"3729","ENST00000369332","7_214_1900",1701,68.02,75.42,64.93,76.37,65.22,54.7,84.1,103.17,105.13,128.58,94.07,100.5,"MAP3K7"
"3730","ENST00000379095","4_9_882",877,143.5,166.5,139.5,141.5,150.5,140,158,163,160.5,128.5,121,164,"NGRN"
"3731","ENST00000361188","9_1213_3031",1831,241.66,261.33,254,230.83,219.33,195.33,143,171.83,167.33,128.5,95.83,122.53,"PRC1"
"3732","ENST00000394249","7_79_1939",1874,241.66,262.33,256,231.83,219.33,196.33,143,174.83,167.33,128.5,95.83,122.53,"PRC1"
"3733","ENST00000396212","6_749_3410",2673,60.5,66,42,58,62,40.5,67,53,55,128.5,68.5,87.5,"CCP110"
"3734","ENST00000339618","8_318_1746",1439,42,36,41,40.5,37,39,62.5,57,55.5,128.5,100.5,118.5,"ALDH3A2"
"3735","ENST00000413379","7_103_1000",905,186.37,215.12,229.08,217.48,188.82,196.27,148.67,169.95,141.58,128.5,106.97,131.4,"SAE1"
"3736","ENST00000396591","7_611_2906",2312,248.67,240.33,218.33,187.83,198.67,170.5,191,167.83,159.67,128.33,117,126.5,"SLC30A5"
"3737","ENST00000420893","6_861_3168",2325,31,24.33,20.33,22.33,12.67,13.67,30.67,34.67,29,128.33,88.67,101.33,"FAM13B"
"3738","ENST00000372945","7_212_623",413,177,215,192,194,234,191,221,275,210,128,134,154,"MRPS16"
"3739","ENST00000543648","5_361_1129",778,110,118,105,112,110,102,148,140,133,128,70,85,"PCGF5"
"3740","ENST00000431206","6_74_1208",1146,171,171,175.5,150.5,179.5,158,166.5,164,157,128,125,129,"PSMD13"
"3741","ENST00000305885","2_414_1554",1142,274,257,295,252,284,253,245,216,219,128,113,161,"FEN1"
"3742","ENST00000545540","5_234_2994",2779,59.5,63,62,58,53,55,65,73.5,75.5,128,105,98.5,"USP28"
"3743","ENST00000300935","7_274_895",630,175,171,180,150,172,151,111,111,146,128,95,154,"RAB8A"
"3744","ENST00000264122","8_323_3269",2963,56,79,63,185,210,161,134,148,153,128,106,128,"CBLB"
"3745","ENST00000514387","6_1567_2473",913,26.4,28.4,29.6,29.4,27.4,26.8,53.8,56.8,55.8,128,89,94.2,"GPBP1"
"3746","ENST00000616365","1_1_409",408,651,827,748,706,713,680,598,604,551,128,101,165,"HIST1H3I"
"3747","ENST00000367034","4_123_663",545,145,126,139,135,148,120,210,205,166.5,128,119,148.5,"MRPL18"
"3748","ENST00000510283","5_234_3750",3542,140.5,133.25,119,113,114,94.75,78.5,71.5,71,127.75,90.5,107.5,"SPAG9"
"3749","ENST00000450808","2_33_570",543,174,185.5,146.5,158,129,156,142,145.5,137,127.5,87,96,"CMPK1"
"3750","ENST00000358465","6_85_3466",3400,130.5,140,124.5,123,115,95.5,72.5,72.5,68,127.5,85.5,111.5,"TRIM33"
"3751","ENST00000369543","6_85_3415",3348,130.5,140,123.5,123,115,95.5,72.5,72.5,68,127.5,85.5,111.5,"TRIM33"
"3752","ENST00000369304","7_176_3677",3530,293.5,278.5,266.5,271,244.5,203,221.5,196.5,197.5,127.5,121,153.5,"ITGA10"
"3753","ENST00000290858","10_262_808",553,69.5,75.5,67.5,66,60,63.5,91.5,96,83.5,127.5,82.5,106.5,"CBFB"
"3754","ENST00000432031","6_357_1221",870,116,131.5,95,104,123,111,98.5,126,118,127.5,96.5,114,"PRKRA"
"3755","ENST00000383801","6_211_1177",974,245,262,256,249,256.5,241.5,243.5,269.5,231,127.5,134,158,"SEC13"
"3756","ENST00000397109","7_211_1135",931,244,262,255,249,255.5,240.5,241.5,269.5,230,127.5,133,158,"SEC13"
"3757","ENST00000481752","5_165_1296",1135,60.5,62,50.5,31.5,33.5,29.5,58.5,67.5,63,127.5,86,93.5,"NCK1"
"3758","ENST00000038176","7_214_2965",2781,116,142,108.5,142.5,130,122,139.5,162.5,157.5,127.5,92,114,"NSMAF"
"3759","ENST00000427130","6_189_3033",2874,118,145,108.5,142.5,130,123,140.5,163.5,157.5,127.5,92,114,"NSMAF"
"3760","ENST00000350481","9_238_4543",4333,342.58,339.98,332.78,317.38,311.61,285.72,214.29,214.39,236.09,127.26,129.94,169.79,"EIF4G1"
"3761","ENST00000511653","1_37_1261",1236,57.08,54.58,55.42,57.58,51.17,51.17,72.5,87.83,79,127.25,86.83,94.67,"COPS4"
"3762","ENST00000332070","7_203_1298",1105,88.83,97.83,85,96.83,83.17,79.5,77.5,91.33,77,127.17,79.83,113.17,"PHF6"
"3763","ENST00000424443","7_156_723",572,104,112.16,109.5,117.33,86.67,86.5,120,123.83,116.66,127.16,101.5,125.16,"TSPAN3"
"3764","ENST00000415912","6_130_2389",2276,214.5,227,224.5,242,236,193.5,209.5,188,203,127,122,157.5,"ECE1"
"3765","ENST00000370550","9_433_1432",1007,44.83,42.33,41.17,47.33,54.5,47.5,85.5,98.17,80.67,127,111.67,107.67,"HS2ST1"
"3766","ENST00000278314","4_317_2135",1819,6,4,7,51,50,43,223,265,232,127,85,87,"ZNF214"
"3767","ENST00000376004","4_338_1844",1515,96,90,56,85,78,97,105,104,112,127,96,109,"KDELC1"
"3768","ENST00000555824","5_90_993",910,54,57,59,65,57,65,95,85,77,127,93.5,112.5,"SEL1L"
"3769","ENST00000345795","6_271_1411",1150,175.5,179,161.5,160,173,169,158.5,148,147.5,127,81.5,98.5,"CASC4"
"3770","ENST00000343979","5_249_1761",1516,43,43,42,41,35,33,72,87,74,127,85,84,"ZNF136"
"3771","ENST00000263734","4_1264_3121",1869,35,58,47,46,68,41,91,98,99,127,122,164,"EPAS1"
"3772","ENST00000312521","8_320_2057",1746,51,68,43,37,48,30,46,59,60,127,95,117,"NR1D2"
"3773","ENST00000619898","4_612_918",311,185,195,182,201,177,183,205,218,186,127,68,107,"SPCS1"
"3774","ENST00000265044","6_96_651",559,264,279.83,269.5,233.33,275.5,246.5,240.16,264.66,255.83,127,102.33,126.66,"SSR3"
"3775","ENST00000467789","5_61_655",598,264,279.83,269.5,233.33,275.5,246.5,240.16,264.66,255.83,127,102.33,126.66,"SSR3"
"3776","ENST00000309733","5_185_581",399,12,13,8,40,31,32,188,158,150,127,50,99,"C4orf32"
"3777","ENST00000409469","5_527_2855",2350,243,302,261,243,246,221,118,129,136,127,106,113,"CUL1"
"3778","ENST00000318158","10_86_1070",994,316,407,356,322,278,287,288,296,284,127,125,133,"GRHPR"
"3779","ENST00000257515","12_421_1771",1361,1,0,2,2,4,2,37,44,40,127,106,132,"FAM189A2"
"3780","ENST00000369809","5_631_1537",912,206,254,254,210,211,203,213,224,250,127,123,146,"DNASE1L1"
"3781","ENST00000320640","10_230_2066",1853,158.5,149.17,150.5,151.67,152.33,138.17,168.17,181.33,159.83,126.67,108.17,117,"ITFG1"
"3782","ENST00000356839","9_42_2145",2124,248.5,250.66,244.33,257,238.66,211.5,249.83,270.83,252.66,126.66,119.83,141.83,"ACADVL"
"3783","ENST00000295006","5_310_2410",2122,1041.5,1161.5,1225,1038.5,818.5,944.5,625,650.5,594,126.5,123,164,"CAPN2"
"3784","ENST00000441717","3_14_791",786,116,126.5,136,118.5,121,129,100,132,110.5,126.5,135,133.5,"JAM3"
"3785","ENST00000318006","9_164_2789",2649,78.5,96.5,101.5,91.5,76.5,89,107.5,97,110.5,126.5,106,109.5,"VPS39"
"3786","ENST00000348544","4_1_2659",2683,78.5,96.5,101.5,91.5,76.5,89,107.5,97,110.5,126.5,106,109.5,"VPS39"
"3787","ENST00000457167","8_268_1720",1465,120.5,132.5,112,105,87,90,84,76.5,64.5,126.5,102.5,108,"DNAJC7"
"3788","ENST00000355943","7_127_1381",1263,83,92,90.5,105.5,99.5,96.5,151,173.5,148,126.5,117.5,134.5,"SLC25A46"
"3789","ENST00000312184","5_74_854",784,74,68.5,77,48,61.5,64.5,125.5,138,96,126.5,98.5,111.5,"TMEM70"
"3790","ENST00000414849","6_88_1408",1332,92.63,89.46,83.89,84.26,81.43,88.03,149.09,159.79,144.49,126.23,105.26,122.06,"NUSAP1"
"3791","ENST00000559596","5_88_1411",1335,92.63,89.46,83.89,84.26,81.43,88.03,149.09,159.79,144.49,126.23,105.26,122.06,"NUSAP1"
"3792","ENST00000560177","5_46_1366",1332,92.63,89.46,83.89,84.26,81.43,88.03,149.09,159.79,144.49,126.23,105.26,122.06,"NUSAP1"
"3793","ENST00000560747","5_73_1390",1329,92.63,89.46,83.89,84.26,81.43,88.03,149.09,159.79,144.49,126.23,105.26,122.06,"NUSAP1"
"3794","ENST00000427764","3_1_1786",1793,138.06,149.33,145.66,123.2,124.2,112.66,102.47,115.66,101.33,126.2,94.47,121.33,"HNRNPR"
"3795","ENST00000543245","6_148_2056",1929,248.5,250.66,243.83,256,238.16,211.5,249.33,270.33,252.66,126.16,119.33,140.33,"ACADVL"
"3796","ENST00000350303","9_123_2022",1919,247,247.66,242.83,255,238.16,211,249.83,269.83,251.66,126.16,119.83,141.83,"ACADVL"
"3797","ENST00000541297","6_466_2431",1980,111.67,117,122.66,110.5,124.83,110.67,155,130.83,137.5,126.16,110.33,149,"CLPTM1"
"3798","ENST00000337392","9_151_2158",2022,111.67,117,122.66,110.5,124.83,110.67,155,130.83,137.5,126.16,110.33,149,"CLPTM1"
"3799","ENST00000254900","9_373_4078",3731,70,63.5,63.83,45,49.33,44.5,90,92,95.33,126.16,105,116,"BRD8"
"3800","ENST00000260359","10_265_1543",1290,92.63,89.46,83.89,84.06,81.43,88.03,148.89,159.79,144.49,126.03,105.06,122.06,"NUSAP1"
"3801","ENST00000374135","8_202_1132",934,50,84,74,57,69,48,106,119,96,126,97,107,"GPN2"
"3802","ENST00000313833","4_246_2379",2135,84,75,79,175,191,173,180,173,160,126,120,111,"FBXO34"
"3803","ENST00000565611","5_311_3515",3220,104.33,107,100.33,91.67,75.33,81.33,67,65.67,71,126,102.33,113.66,"ZNF106"
"3804","ENST00000640279","1_99_2127",2047,366,484,461,421,448,409,279,276,258,126,134,193,NA
"3805","ENST00000453074","6_554_1535",987,32.5,32.5,25,34,27,31,68,73,73,126,87.5,111,"TRMT6"
"3806","ENST00000408931","3_597_1869",1279,28,26,21,31,33,33,80,82,57,126,109,142,"TBX20"
"3807","ENST00000265732","9_42_1143",1107,33,35,40,31,23,36,107,99,96,126,73,95,"RBM48"
"3808","ENST00000374647","9_309_4305",4031,121,133,124.5,123,122,119.5,114,104,117.5,126,99,121,"IKBKAP"
"3809","ENST00000616122","4_273_1665",1400,198.16,208,180.83,166.33,171.66,146.66,120.83,114.83,126.83,125.83,92.33,117.66,"SYNCRIP"
"3810","ENST00000422163","5_833_1850",1026,301.67,359.83,349.42,314.67,317.67,296.58,274,294.17,253.5,125.75,109.58,140.5,"GNAI2"
"3811","ENST00000451956","1_176_1130",963,301.67,359.83,348.42,314.67,317.67,296.58,274,294.17,253.5,125.75,109.58,140.5,"GNAI2"
"3812","ENST00000307968","11_1_3415",3430,98.83,79.83,88.33,103.67,91.67,93.5,70.83,83.5,74.17,125.67,103.67,111.5,"FNIP1"
"3813","ENST00000510461","5_97_3595",3515,98.83,79.83,88.33,103.67,91.67,93.5,70.83,83.5,74.17,125.67,103.67,111.5,"FNIP1"
"3814","ENST00000492933","5_54_1380",1334,81,81.83,74.58,76.42,83.33,72.83,105.25,104.5,103,125.58,93.33,117.58,"PSMD6"
"3815","ENST00000307738","5_161_1829",1680,21.5,30.5,23.5,27,26,21.5,23,21.5,31,125.5,97,102,"ETFDH"
"3816","ENST00000541515","3_26_1400",1386,78,67.25,71,68,66,59.5,88,102.25,94.75,125.5,107.5,121.25,"C7orf55-LUC7L2"
"3817","ENST00000357071","8_116_2390",2290,210.5,226,223.5,240,235,191.5,208.5,186,201,125,122,156.5,"ECE1"
"3818","ENST00000319653","13_231_5397",5185,90,79,81,127,127,100,233,214,224,125,81,115,"FMN2"
"3819","ENST00000376215","9_54_1299",1258,37,36,36,30,33,29,43,60,46,125,101,98,"PDSS1"
"3820","ENST00000323468","9_67_1588",1528,238,276,214,210,204,151,189,191,143,125,88,113,"KDELC2"
"3821","ENST00000352251","7_1018_3667",2658,74,77,72.5,77.5,77,68,114,106.5,103.5,125,104.5,100,"PROSER1"
"3822","ENST00000625998","2_952_3601",2658,74,77,72.5,77.5,77,68,114,106.5,103.5,125,104.5,100,"PROSER1"
"3823","ENST00000409636","5_163_1774",1624,107.5,111,114.33,131.5,98.17,98.5,104.5,107.17,110.33,125,81,103,"HNRNPLL"
"3824","ENST00000449105","7_341_1967",1638,107,111,113.83,131.5,98.17,98.5,104.5,107.17,110.33,125,81,103,"HNRNPLL"
"3825","ENST00000396265","4_340_823",487,232,284,328,306,291,284,286,298,248,125,113,119,"TSPO"
"3826","ENST00000445061","5_492_3990",3518,270,325,328,299,293,265,252,210,218,125,120,157,"DHX30"
"3827","ENST00000309784","8_187_1396",1209,179,155.5,129.5,153,136,118.5,179,184.5,182.5,125,85.5,103.5,"TRIM59"
"3828","ENST00000507955","5_525_2391",1882,361,428,407,359,387,319,250,254,262,125,151,156,"DDX41"
"3829","ENST00000415482","6_331_2314",1999,190.16,193.5,162.16,143.5,154.83,119.5,67.17,72,80.33,124.66,76.5,78,"PTPN12"
"3830","ENST00000508369","5_213_2289",2093,13.9,18.32,10.85,42.73,40.8,42.65,58.65,60.53,58.78,124.56,102.52,116.85,"FAM13A"
"3831","ENST00000357783","6_726_2511",1796,59.5,56,55.5,63.5,54,44.5,49.5,55,47.5,124.5,83.5,103.5,"PHTF1"
"3832","ENST00000433674","6_237_2103",1888,1002.5,1104.5,1177,992.5,781.5,895.5,592,612.5,566,124.5,120,159,"CAPN2"
"3833","ENST00000617556","4_702_2769",2082,181.5,210,185,208,192.5,178,149,169.5,168.5,124.5,122.5,164.5,"CYFIP1"
"3834","ENST00000261842","9_107_3518",3433,65,72,58,67,66.5,57,64,74,73.5,124.5,89.5,96,"AP4E1"
"3835","ENST00000389054","7_142_3958",3843,85.5,83.5,80.5,84,105,74,74,60,73.5,124.5,105.5,109,"DIAPH1"
"3836","ENST00000518047","5_1_3790",3815,85.5,83.5,80.5,84,105,74,74,60,73.5,124.5,105.5,109,"DIAPH1"
"3837","ENST00000230085","12_340_826",489,72,91.33,81.67,77.67,68,70,126.66,139.5,117.5,124.5,86,117,"SNX3"
"3838","ENST00000349379","5_324_744",423,72,91.33,81.17,77.67,68,70,125.66,139.5,117,124.5,85.5,117,"SNX3"
"3839","ENST00000354926","8_397_1531",1145,60.5,55.25,57.5,56.5,51,46.5,72,83.75,79.25,124.5,102,111.75,"LUC7L2"
"3840","ENST00000540564","5_347_1823",1491,57.83,57.92,54.08,57.58,47.5,45.58,61.5,76.17,68.08,124.33,93,115.58,"SOAT1"
"3841","ENST00000503556","5_243_2277",2050,13.9,17.65,10.85,42.73,40.13,42.65,58.65,60.53,58.45,124.23,102.18,116.51,"FAM13A"
"3842","ENST00000278422","8_13_901",897,112.17,97.33,101,110.17,102,91.67,116.17,137.33,109.5,124.17,107.17,145,"TMX2"
"3843","ENST00000438274","7_169_973",811,81.67,98.83,85.67,113.83,92.67,93.5,116.5,115.5,109.33,124.17,104.83,119.33,"BECN1"
"3844","ENST00000325805","12_288_3111",2839,142.5,173.5,151.5,196,189.5,174.17,140.33,148,141.17,124.17,87.17,108.83,"BBX"
"3845","ENST00000395002","6_373_2365",2008,13.9,18.32,10.85,42.48,40.3,42.4,58.15,60.03,58.28,124.06,101.77,116.35,"FAM13A"
"3846","ENST00000371084","7_214_1900",1698,168.83,189.33,181.67,213.33,204.33,195.83,215.83,235,187.33,124,109.83,130,"PGM1"
"3847","ENST00000367001","4_194_1652",1459,93,72,80,37,38,21,78,77,68,124,96,100,"SLC30A1"
"3848","ENST00000373202","7_222_1905",1698,110,120,118,109,103,89,78,108,76,124,75,102,"SGPL1"
"3849","ENST00000612462","1_79_895",818,4,6.5,3.5,7.5,5.5,2,7.5,8.5,12,124,93.5,102,NA
"3850","ENST00000229238","4_463_847",386,314,374,335,312,298,285,287,322,305,124,111,118,"MRPL51"
"3851","ENST00000457368","2_279_1992",1726,71,74,63.67,96.67,105,90.67,203,208.33,188.33,124,89.33,122.33,"NEDD1"
"3852","ENST00000216802","9_641_1358",727,244,277,249,214,249,253,215,265,201,124,96,112,"PSME2"
"3853","ENST00000261597","8_228_2109",1898,247,246,241,249,211,187,142,139,142,124,88,81,"NDC80"
"3854","ENST00000514251","5_289_3865",3578,1070.5,1070.5,974,477.5,462,446,94,80,83,124,99,106.5,"ZBTB38"
"3855","ENST00000308394","8_264_1095",836,85,107,114,58,75,68,142,126,120,124,97,107,"CASP3"
"3856","ENST00000360718","5_527_1589",1070,231,261.5,236.5,177,168.5,156.5,109,100.5,100.5,124,115,141.5,"SQSTM1"
"3857","ENST00000379834","6_529_2212",1701,81,93,98,74,63,46,75,89,73,124,87,106,"RIOK1"
"3858","ENST00000395131","5_407_794",392,81,78,84,119,116,109,168,169,157,124,89,122,"PFDN6"
"3859","ENST00000358435","8_73_238",167,157,145,146,135,144,135,204,166,176,124,76,142,"TOMM7"
"3860","ENST00000370985","3_295_688",397,41.33,50.67,44.33,27.17,25.67,18.42,98.75,105.17,84.92,123.92,89.08,93,"GADD45A"
"3861","ENST00000556551","2_1449_2607",1168,25.55,31.13,25.3,26.07,21.18,26.63,55.13,55.68,54.1,123.92,92.13,104.33,"RP5-1021I20.4"
"3862","ENST00000307940","3_331_814",484,75.5,121,80.25,80.92,55.5,45.75,142.17,123.42,129.25,123.67,87.92,111.67,"MCL1"
"3863","ENST00000399722","6_352_3043",2710,122.83,146.5,136.83,146.5,151.83,142.67,149.67,167.17,133.17,123.67,90.83,98.33,"RBBP8"
"3864","ENST00000434061","6_369_4581",4239,329.98,327.98,316.98,304.98,300.81,276.32,205.49,207.99,227.49,123.66,123.94,164.82,"EIF4G1"
"3865","ENST00000265085","9_1455_3642",2198,13.73,15.67,21.13,41.07,31.93,37.43,72.77,80.13,75.4,123.6,97.77,118.53,"CPEB4"
"3866","ENST00000334035","9_395_2531",2146,13.73,15.67,21.13,41.07,31.93,36.93,72.77,80.13,74.4,123.6,97.77,118.53,"CPEB4"
"3867","ENST00000520867","5_395_2507",2121,13.73,15.67,21.13,41.07,31.93,36.93,72.27,80.13,74.4,123.6,97.27,118.53,"CPEB4"
"3868","ENST00000356688","8_383_1949",1576,106.17,100.58,87.92,114.25,101.67,93,125.92,137.75,115.17,123.58,97,100,"SEPT10"
"3869","ENST00000478691","5_273_1878",1612,136.06,149.66,146,122.53,123.2,113.33,104.47,113.33,102,123.53,93.13,115.33,"HNRNPR"
"3870","ENST00000370791","7_129_1929",1816,37.5,37,40,63.5,63,58.5,86,91.5,78,123.5,90.5,118.5,"FAM73A"
"3871","ENST00000443751","3_129_1932",1819,37.5,37,40,63.5,63,58.5,86,91.5,78,123.5,90.5,118.5,"FAM73A"
"3872","ENST00000376663","7_554_1484",940,95.5,74,79,72,61.5,58,85.5,100.5,79.5,123.5,85.5,87,"BMI1"
"3873","ENST00000343788","10_83_1178",1110,85,97.5,82,78,83,75,104,92.5,85,123.5,86.5,117,"SUGT1"
"3874","ENST00000263390","7_345_2064",1720,22.5,34,37.5,42.5,33.5,48.5,106,113,115.5,123.5,125.5,169,"MED26"
"3875","ENST00000324849","8_675_1866",1203,82,96.5,99.5,90,83.5,91,107,144.5,123,123.5,96.5,102,"VPS37A"
"3876","ENST00000318560","5_382_3772",3402,355.5,433.5,384.5,232,209,205.5,147.5,146,136.5,123.5,125,188,"ABL1"
"3877","ENST00000513837","5_242_2234",2007,13.4,17.4,10.6,42.48,38.63,41.9,58.4,60.53,58.2,123.48,102.18,114.76,"FAM13A"
"3878","ENST00000368890","8_445_1945",1515,42.6,47.2,45.8,30.6,30.6,31,41.2,49.4,51.6,123.4,111.6,110.6,"PIP5K1A"
"3879","ENST00000558815","5_43_550",512,148.93,207.66,183.6,169.6,119.8,162.28,197.75,184.23,172.86,123.13,113.48,163.31,"RPL28"
"3880","ENST00000393183","7_83_329",250,201.33,231,220.06,213.33,212.4,217.2,235.86,258.33,233.06,123.06,95.33,161.86,"NME2"
"3881","ENST00000450592","6_88_1222",1144,88.83,85.66,81.5,81.86,79.83,84.83,142.69,152.99,139.49,123.03,100.86,115.66,"NUSAP1"
"3882","ENST00000194214","9_391_823",436,100,140,107,116,102,113,106,129,123,123,84,108,"HSPB11"
"3883","ENST00000370132","8_15_1461",1456,38,43,39,31,31,32,53,65,47,123,106,110,"DBT"
"3884","ENST00000369569","5_282_2499",2226,53,38,56,54.5,59,59,83,89,87,123,91,107,"AP4B1"
"3885","ENST00000366728","6_77_737",667,313.5,458,435.5,409.5,391,419,408,483,399.5,123,112,140,"GUK1"
"3886","ENST00000332231","9_241_3034",2816,235,273,296,248,206,223,206,200,195,123,102,124,"AP2A2"
"3887","ENST00000311764","2_231_2391",2166,38,42,29,30,28,32,93,98,97,123,149,179,"ZNF408"
"3888","ENST00000531380","1_664_1918",1254,34,43,35,28,35,35,85,85,83,123,99,122,"FZD4"
"3889","ENST00000529546","5_226_1603",1390,85.2,90.2,78.6,99,89.6,87.4,74.6,79.2,76.8,123,76.8,106.2,"TXNRD1"
"3890","ENST00000229328","9_493_1303",818,37,54,50,30,29,32,92,76,88,123,106,119,"PRKAB1"
"3891","ENST00000612549","4_40_1486",1457,145.5,162,165,165.5,135.5,134,119,140,143.5,123,105.5,114,"OXA1L"
"3892","ENST00000604262","5_24_1329",1316,145.5,162,165,165.5,135.5,134,119,140,143.5,123,105.5,114,"OXA1L"
"3893","ENST00000216605","12_79_2884",2833,351,327,345,345,357,287,217,177,241,123,105,123,"MTHFD1"
"3894","ENST00000393818","2_457_2149",1702,99,122,117,116,134,110,162,135,162,123,138,146,"COASY"
"3895","ENST00000262948","9_255_1455",1210,248,314,274,292,305,287,265,246,212,123,84,137,"MAP2K2"
"3896","ENST00000285398","6_96_2442",2360,128,126,128,128,120,105,107,106,93,123,96,143,"ERCC3"
"3897","ENST00000455915","6_1471_3232",1775,345,360,412,270,282,301,162,173,218,123,121,152,"RANGAP1"
"3898","ENST00000263967","3_245_3362",3138,163,166,156,179,151,148,108,128,119,123,80,106,"PIK3CA"
